"","doc_id","text","id"
"1","2016_10.txt","100565508/
My belief is to not judge others on appearances. Many people ìjudge a book by its coverî, but it is important in life not to do that. Growing up, during school and out of school, I was taught to not judge someone by the way they look. Someone may look a certain way but their personality is what really matters.
When I went on a mission trip with my church, we went to Lynn, Massachusetts. The town had a high poverty rate. The locals were very welcoming and had a positive attitude. When people see homeless people, they may walk away but many do not take the time to get to know their story. I volunteered at a soup kitchen during the trip, and had to sit with the guests and have conversations. I thought they would not want to converse much, but many wanted to share their stories. This is not something I would have normally done and I am glad for such a wonderful experience. 
Entering college has also taught me not to judge someone on appearances. Every day is a new opportunity to meet new people and that can only happen if you have an open mind. You never know who may end up becoming your closest friends. There may be many people who judge based on looks, and they are close minded because that is not what is really important. I have made friends with who I never thought I could approach. Taking the first step and introducing yourself is key to letting people know who you really are. 
	","100565508"
"2","2016_100.txt","100000100/
I believe that the major medical companies and heads of the medical communities in America are corrupt. I believe that the people of America are lied to and live their everyday lives without seeming to care or bringing this issue to attention. It is sad to say/believe that those who are supposed to be creating medicines and advances in the medical field in order to help protect and save the lives of people do not as much care about the health of the people rather their incomes and the money that they will make. For example, I completely believe that there is, or could be, a treatment that could get rid of cancer, maybe not completely, however, the technological advances and intelligence of humans could find a treatment that nearly gets rid of cancer or other diseases/disabilities that do not require supplements. The medical community, especially those in high positions such as medical company heads, earn way more money by providing medications/treatments that people are required to take daily and have to continue to buy throughout their life if they want to suppress their disability or illness rather than providing such people with medications that may possibly get rid of the illness completely or for a longer span of time. This belief is along the same lines of which a lighting company could easily make light bulbs that never burn out or last a significant amount of time longer than those of which that are available to buy. However, if this were to be created people would not have to buy the product as much which would result in much less income for those companies. In this case, an example would be the treatment of someone with anxiety. Rather than developing something that could possibly get rid of the personís anxiety or a drug that suppresses the anxiety much longer, it is much more profitable for medical companies to make a drug that only lasts for a limited time which means that this person is forced to continually buy the drug in order to prevent the anxiety in this case. I wish to someday find a way to fix this problem and I believe that if I am not able too, one day someone will be able to fix the corruption and care more about the people and the health of the nation, even the world, and make treatments that help rid illnesses instead of minor medications that are designed to suppress the illness in order to make more money for themselves. Of course, it is much easier said than done as a bystander, however, I think that there are more than enough capable people that will realize the health of themselves and others are more important than earning more money than they could possibly spend. I have believed this idea and have been upset by the corruption for as long as I began to take an interest in health sciences. This also helped me to realize that what I would love to do for a career would be to dedicate my life to helping others and developing the health of people around the world.

","100000100"
"3","2016_102.txt","100000102/
My life revolves around my family values and my core beliefs. As a child my parents taught me one of my biggest beliefs in life which is, nothing is ever handed to you, you have to work hard and earn everything. Which is where going to college and getting a degree comes into play. Growing up, my parents instilled the idea that my siblings and I had to get a degree, didnít matter for what, but had to go to college; it wasnít an option. Growing up in an environment where you are fully aware of everything going on in your household, the struggle of having a single mother with a low income. I was forced to mature fast and realize what the real world was about and I began to believe that a higher education would help me avoid the things my mother went through. It taught me to fully understand the concept of life, how in order to get what I want, I have to work hard for it because I know nobodyís just going to hand it to me. As a little girl I adjusted my mind on doing good in school so I can get into the schools I wanted. Since my family didnít have money, I went to public school from kindergarten through my senior year of high school. But since I had to attend public school, I worked hard to get into the best ones of them. For middle school, I worked my butt off in elementary school to score high on my kneecaps because my mom told me she wanted me in the gifted program at Nathanael Greene Middle School in Providence, Rhode Island. Once I got into the gifted program I couldnít stop there, I had to work even more hard because I needed to go to Classical High School, I worked so hard to get into that school. There are limited spots and a long exam you have to take, but I achieved those goals. The older I get, I begin to realize where I want to be in life, there is hundreds of stairs leading to it, but several thousand people in the way competing with me trying to get that one spot. I have worked very hard not only to make my mother happy and proud but to get to the place where I can support myself and her and not go through the struggle, she has to go through due to the fact she never finished college when she was my age. Getting accepted into the University of Rhode Island is only the beginning. At the University I know I am going to have to challenge myself even more and make an impact. Living by this one belief, I feel I can accomplish anything I put my mind to and any future goals I set for myself because after all, the work you put in, is the work thatís going to benefit you.","100000102"
"4","2016_103.txt","100000103/
I believe in the existence and the many forms of love.  When I was in high school, I had a boyfriend who told me that I didnít even know what love was and that I shouldnít just toss the word about.  Of course, I had never claimed that I was in love with him, only that there was potential that I might fall in love with him.  Needless to say, that relationship was short lived. Yet his comment has stayed with me and the definition of love is something that I think a lot about.  I have come to believe that love does not have a universal definition.  No two people experience it in the same way.  A feeling that one person might interpret as love another might cast off as simply a strong liking. There are also many, many forms of love.  For example, the love that you feel for a parent or even a best friend is different from the love you might feel for a significant other.  One might argue that the love you might have for your parents is inborn; you donít fall in love.  There is another kind of love that I am especially familiar with.  When I was younger, I struggled with learning to read.  Nothing seemed to click with me, and I suffered in school because of it.  But when I was nine years old, I fell in love with a boy and everything about him.  Some say that Harry Potter and the magical world in which he lives is pure fantasy, but to me it has always been so much more.  Harry Potter is the reason I fell in love with reading, a love that has shaped me into the person I am today.  It may not be a physical love, but that does not make it an any less enduring one.
	 Love exists in all different ways, and it is one thing I believe we should never judge or frown upon.  If a man is in love with another man, then that love is real for him and it is not anyoneís place to decide that it isnít.  Like my ex-boyfriend, we are so quick to judge others that we donít see love for what it truly is- beautiful and unique.  Upon accepting his Tony award for Best Score for his musical Hamilton, playwright Lin-Manuel Miranda phrased my belief best: ìÖAnd love is love is love is love is love is love is love is love, cannot be killed or swept aside.î The way he repeats his phrase so many times emphasizes the truth of it.  In a world that can seem so full of hate, love is the golden light that cuts through the darkness.  It brings us together and it shines on, even as others try to push it away or cast a shadow of shame on it.  It will continue to exist so long as we believe in it.  It will continue to be unique and powerful even as others doubt it.  Love is love.  That is what I truly believe.","100000103"
"5","2016_104.txt","100000104/
I believe that people deserve to be happy and that no one deserves to be depressed. I believe that people should be able to wake up in the morning and have a positive outlook on the day ahead of them. That they should go through their day knowing that their life matters and that there are people that love them and care about them. I strongly believe this because I know what it feels like to wake up in the morning and be debilitated by sadness and depression, to go through the day believing that it wouldnít matter if I just disappeared or dropped off the face of the earth. I wouldnít wish those feelings on my worst enemy.  Although I realize that there are bigger problems in the world, such as world hunger, racism, and sexism, it would be a huge step forward for humanity if everyone realized their worth and people didnít have to deal with depression. Granted, happiness comes in different forms for different people. And everyone has their own idea of happiness, what tends to make me happy does not necessarily have to make, for example, my roommates or my mom happy. We as people find different things to be enjoyable.  I do believe that everyone has the right to be happy but I also believe that that right could be stripped away. For example, if Daveís idea of happiness is him depriving someone else of their right to happiness, then Dave no longer deserves the right to be happy however Dave does not deserve to be depressed. 
	Depression is a horrible illness that effects an enormous amount of the human population. It is a frightening mental illness because it is a person turning on themselves, and not seeing their worth. People that suffer from depression show many different symptoms which can include but is not limited to anxiety, hopelessness, loss of interest or pleasure in activities, mood swings, excessive hunger, loss of appetite, and restlessness. And different people deal with depression in different ways such as self-harm, self-starvation, suicide or a search or cry for help. 
      In my case, the depression was underlying, but the loss of my grandmother pushed me past my breaking point. In the beginning didnít tell anyone about the depression for a while, I turned to self-harm, but quickly realized that I couldnít continue hurting myself and that I need to seek help. I reached out to my mom for help and we decided that it would be best for me to see a professional therapist. Luckily for me the meetings with the therapist was effective. I was able to pull myself out of the depression, although I am still working on myself.
       Going through the depression helped me grow as a person, but my hope is that people wonít have to go through that to realize that they mean so much to the people around them. ","100000104"
"6","2016_105.txt","100000105/
I believe that as a person, I should always help others to the best of my abilities. Ever since I was little, I knew that I wanted to be a doctor. To this day, I canít decide on the type of concentration I plan on specializing in but I always knew one thing; I wanted to help people.  I came from a place where there isnít much medical help, especially for the poor. In Cape Verde, I saw children and even elders dying of diseases that could have been cured if there were only a better care. This pushed me. Seeing this made me want to become somebody who could make a change in the life of those who lost hope. This motivated me, I knew the only way I could achieve this goal was if I studied. 
My parents were living in the United States while I was still living in Cape Verde. They sent me so clothes, shoes, toys, and whatever else they felt I needed. However, I had a neighbor my age, who was the youngest of 8. She wore clothes her older sister was wearing when she was her age. Every time she saw my clothes she was impressed. Although I appreciated what I had, I knew there were others out there that could use it more than me. One day, I decided to pack a bag full of clothes, I didnít care if it was even one of my favorite shirts or pants, I just packed it as fast as I could. I was scared my aunt would see me. I snuck the bag out of my house, and brought it to my friend. Although I was fairly young at the time, around the age of 6, it was probably one of the best things I believe I have ever done for someone. She was so happy. 
Later that day, her mother called my aunt to thank her for all the clothes she sent. I didnít know her mother made the call until my aunt called me into the house and shut the door. The door was always open. When I saw her shut it, I knew she found out. After a long painful beating and many tears later, I went to my aunt and hugged her. Even though I was still in pain, I laid on her and told her I would do it again if I went back. To this day I still feel like I did the right thing. I helped someone who I felt was in need of my help. I learned to appreciate what I have at such a young age. There were many other who were less fortunate, although I couldnít help all of them, I felt good that I was able to help at least one. I still believe that helping people is essential. Not only does it make the person being helped feel good, but it always makes me feel like Iím a better person.  As I proceed my career as  a doctor, I plan to continue to help thousands more. 

","100000105"
"7","2016_106.txt","
 100000106/
Both Good and Bad Help Shape Where and What Your Meant to Be
No one lives a picture-perfect life and everyone has their own demons and story to tell. But Iíve always believed that no matter what your story is, how much trouble or pain it's ever caused you, that it should encourage you from moving on to bigger better things and pursuing happiness.
As some could say, I probably grew up more privileged than most as a young child. As part of the Mashantucket Tribal Nation our families were given great opportunities and taken care of very well and lavishly. My father had a very well-paying job, 3 cars, a beautiful home to house all his children, and a wife who never had to work in years and got to raise her children. Life was nice, more than nice actually. My siblings and I were granted the luxury of getting the finer, materialistic, things of our childhood. New toys and games every weekend, fun trips to Disney in the summer, ski resorts in the winter, I mean it was all anyone could ask for. But as the years went on and economy continued to fall so did the financial state of our tribe and ultimately the state of my family.
Incentives were soon taken away; pricey dinners were no longer a normal occurrence and then the big loss of all was my father's jobÖ
Being mid junior high age, I was able to comprehend what was going on and happening to my family. Both my parents not really having a degree in anything, only one having a high school
diploma, they didn't have much else to fall back on after my father lost his job. We became dependent off what the state could assist with and I watched my parents cry and ulcer over how they were going to put food on the table this week or keep the lights on in the house, there'd be weeks where we lived with no hot water or heat because the price of oil was too expensive. And when people say things can change within a blink of an eye it really does.
As my older brother and I reached the legal age to obtain a job we put in 40+ hours a week in the summer and about 30 during school to help pay for bills my parents couldn't keep up with, to help feed our 3 other siblings and keep the house warm.
I could go on about how things weren't so easy anymore and how my early childhood to my teen and young adult years contrasted immensely, but my point is I've seen both sides of the fence, the rich green and the wilted yellow and it takes seeing and experiencing what you don't want or like to know what it is you do want in life.
I know what it is I need to do to put not only myself but my family in a better place and I believe this is where I was meant to be  and what has shaped me into the driven career hungry woman I am today.","
 100000106"
"8","2016_107.txt","100000107/
I believe that stagnation and repetition are major obstacles in the way of creativity and growth. Novel experiences broaden our knowledge of the world around us, allowing us to form a more mindful interpretation of it, and act as a muse for creativity and change in our own lives and decisions. 
Quite simply if you donít know what else is out there how can you know that what youíre doing is what you want to be doing? Novel experiences from trying new sports or activities to immersing yourself in other countries geography or culture may cause you to question what you think you know.
One summer in high school my Grandmother brought my cousin, Allen, and I to Italy for 2 weeks. I had never been outside the country before so there were many novel experiences to be had. Watching everyone communicate across a language barrier was an enlightening experience, one which made me realize just how little we say in our words and how much we communicate through our expressions and posture.
On my way back I remembered what it felt like on the way in, how I had learned just from witnessing something different from my regular routine. Along with it came excitement from leaving my seemingly boring daily life to be immersed in so many new experiences. 
I try to do a reasonable number of new things all the time, to keep myself learning about things I do not know, to stimulate myself in ways different than the norm, and in the pursuit of finding the things in this world that I love the most. Now it should be said that balance must be kept in this process. If I was to only do new things all the time, I would never become a master of anything. New experiences widen your perspective, but it is important to remember what It was you learned.
Time to reflect on experience and decisions is almost as important as having the experience itself. Being mindful of how I felt and what I think about different things allows me to keep in tune with what will bring me the most joy.
Iím sure that no matter what I learn or how I grow Iíll always value new experiences; What can be learned from them, and just how fun they can be.
	","100000107"
"9","2016_108.txt","100000108/
I believe that every experience I have, that is, the continuation of time that includes my experiences- every sensation, every thought, every emotion, every action, every word spoken, everything heard, touched, seen, tasted, and smelled, every interaction with others, no matter if it is viewed as negative or positive in the eyes of the beholder, can and is to be learned from. 
When I was 16 years old, I had one of the most amazing life changing experiences I have ever had. I was shown what mystics call ìthe lightî where I was endowed with the information that has since shaped who I am today. This experience forced me to realize unequivocally that I can learn from every experience I ever have, not just subconsciously like I do without trying, but consciously understanding experience so as to pull information from experience and apply it to what I have previously learned about myself, the world, and others. Philosophers call it apperception.
Since this experience, I have become more mindful of myself and my emotional state, as it has helped me tune into my present moment experience with more precision and insight and less judgement. I have become much more perceptive to the outside world as well, as I am quick to analyze what I see and hear, but not without adding critical thinking to my own thoughts by questioning what I think and analyze to test to see if it adds up and can be added to my apperception. This eye-opening experience showed me that it isnít enough to accept thoughts as truth. After all, thinking is a mental fabrication and therefore canít ever get to the absolute bottom of a situation. If itís our thoughts that create our reality, our reality will always be based on an elusive property.
If I am striving to learn and understand from my learning and experience and ultimately reach Truth, and to have each experience contribute to the overall building that my prior learning has built, my bias must be eliminated as much as possible. If I am to find Truth and acquire utmost knowledge and wisdom, I cannot be the one who determines this Truth. It has to be experienced as the Truth that it is or else, I may be biased and conclude my findings as Truth before I get there. In other words, my ego might get in the way of what I seek.
During times when I am using my full capacity to gain insight and knowledge through conscious learning of personal experience, my learning increases exponentially, as everything I learn is built on top of previous knowledge. This learning is the cohesive interworking of all modes of learning. Intellectualism has different characteristics than spiritualism, but just as DNA contains a myriad of different instructions all formed together by different molecules, it functions in parts, and as a whole. So too does learning and apperception. What I think translates into what I feel and vice versa, all throughout different modes of learning and experience. Rationalism, logicism, empiricism, etcÖ are all included in my understanding of the world/self and apperception. 
All of this I use to grow, evolve mentally, emotionally, and spiritually as an individual, and I see itís effect on the world from my perception. Learning, growing, understanding, all happening at every minute when I try.
","100000108"
"10","2016_109.txt","100000109/
There was a time in the seventh grade where no matter how many times I read the definition to the word ìfaithî in the dictionary; I still did not know what it meant.  Of course, I knew what it was, but rather I did not understand what it was like to have it. I didnít have faith in my family, friends, teachers, or myself.  Going to catholic school all of my life, religion and faith were constantly shoved down my throat between tests and classes and I sort of just accepted it as my own until August  15, 2010 when I realized that faith is not saying every prayer in The Bible, knowing the Beatitudes, memorizing the Ten Commandments, or getting a 100 on a test about the Apostles . This was the day my dad almost lost his life. Every week over the summer my dad and I would go fishing with my brother. We started by going to the same spot to dig up worms every time; this time was different, however.  My dad dug up an underground bee hive and was stung seventeen times. My brother and I did not know at the time, and neither did my dad, that he was highly allergic. My dad collapsed in our driveway and I was scared for my fatherís life. My brother called 911 and I have never seen my older brother so nervous. Considering I always looked up to my brother as a brave and fearless person, to see him cry made me realize I knew it was serious. My mom was not even home and when the medical services came in with a defibrillator and rubbed it together to press onto my fatherís chest, I found myself crying-hands folded, praying for someone to save him. We drove behind the ambulance to the hospital and when we got there, we waited for seven hours, thinking about all of the possible outcomes.  When the doctor came in to the waiting room of Vassar Hospital, saying that my dad was alive ìby a miracleî I believed; I believed that God existed and that someone was out there protecting me and my family.   It was also in that moment that I realized faith does not mean believing  in supernatural things and history of The Church, it is about trusting that someone will be there to help or guide you in a time of need and suffering in the present. You may be wondering how this affects how I live my life day to day. Well, there are two reasons.  First, I now have a very strong faith in God and believe that everything happens for a reason, good or bad, there will always be a positive in some way, shape or form. If my dad had never been through that experience, I would have never found out that I too was highly allergic to bees.  Now that I had my faith, I trusted in a higher power to guide me through life through my struggles and high points. 
      ","100000109"
